country,country_code,year,gov_exp_pct_gdp,lit_rate_adult_pct,pri_comp_rate_pct,pupil_teacher_primary,pupil_teacher_secondary,school_enrol_primary_pct,school_enrol_secondary_pct,school_enrol_tertiary_pct
Africa Eastern and Southern,AFE,2014,4.79265069961548,70.0353088378906,67.727897644043,,,103.185752868652,42.7556381225586,8.40075969696045
Africa Eastern and Southern,AFE,2015,4.75847005844116,70.4470901489258,67.4567337036133,,,101.761177062988,42.7673301696777,8.56680965423584
Africa Eastern and Southern,AFE,2016,4.66556310653687,71.1051712036133,67.7963714599609,,,102.054809570312,42.8790588378906,8.72994041442871
Africa Eastern and Southern,AFE,2017,4.87887001037598,71.0299835205078,68.8831100463867,,,102.612312316895,43.140209197998,8.89616012573242
Africa Eastern and Southern,AFE,2018,4.97993087768555,71.4953994750977,70.2460708618164,,,103.604759216309,43.192928314209,8.95779037475586
Africa Eastern and Southern,AFE,2019,4.94431734085083,72.6586608886719,70.9236679077148,,,104.275543212891,43.3796195983887,8.89772033691406
Africa Eastern and Southern,AFE,2020,4.35243988037109,72.8557586669922,71.9904708862305,,,104.969482421875,43.6888198852539,8.94729042053223
Africa Eastern and Southern,AFE,2021,4.77132606506347,72.6389083862305,72.9337921142578,,,103.434097290039,43.8453788757324,8.89552021026611
Africa Eastern and Southern,AFE,2022,4.62862396240234,72.981559753418,72.092903137207,,,103.090423583984,43.7047004699707,
Africa Eastern and Southern,AFE,2023,,73.2751083374023,,,,,,
Africa Western and Central,AFW,1999,2.34582495689392,51.0898094177246,59.4930992126465,,,79.5409774780273,21.6885604858398,4.42211008071899
Africa Western and Central,AFW,2000,2.46335005760193,47.5773811340332,60.1111602783203,,,82.6959915161133,22.7439193725586,5.04572010040283
Africa Western and Central,AFW,2001,2.42614006996155,48.7651214599609,60.8312492370605,,,83.1681594848633,24.4286499023438,5.5334300994873
Africa Western and Central,AFW,2002,2.43543004989624,49.4976081848145,61.0542984008789,,,84.8815994262695,25.8500003814697,6.0457501411438
Africa Western and Central,AFW,2003,2.36501002311707,50.0791091918945,61.2008781433105,,,85.6458892822266,27.6583805084229,6.54757976531982
Africa Western and Central,AFW,2004,2.42751502990722,51.4278602600098,61.9129981994629,,,87.6110076904297,29.3260803222656,6.74177980422974
Africa Western and Central,AFW,2005,2.65659999847412,51.5404205322266,63.7175216674805,,,88.5914916992188,30.1212501525879,7.17052984237671
Africa Western and Central,AFW,2006,2.55852007865906,52.2236213684082,67.3274917602539,,,89.3770370483398,30.4047393798828,7.23658990859985
Africa Western and Central,AFW,2007,2.73747003078461,50.2877006530762,64.2500915527344,,,86.6820831298828,30.6056900024414,7.47082996368408
Africa Western and Central,AFW,2008,2.49827003479004,50.7298393249512,61.1361618041992,,,84.2991790771484,33.1533699035645,7.730299949646
Africa Western and Central,AFW,2009,2.90790009498596,50.8575706481934,63.819580078125,,,85.9604415893555,35.7537803649902,7.87613010406494
Africa Western and Central,AFW,2010,2.78499007225036,51.4170799255371,64.7975234985352,,,86.5904922485352,38.9419403076172,8.161789894104
Africa Western and Central,AFW,2011,2.6782546043396,52.0264892578125,65.8963088989258,,,89.9065933227539,40.8010292053223,8.46137046813965
Africa Western and Central,AFW,2012,2.8104145526886,52.5731086730957,66.4948806762695,,,91.4048690795898,42.2815017700195,8.84718990325928
Africa Western and Central,AFW,2013,2.85070991516113,53.4217491149902,66.9059600830078,,,92.6542587280273,47.2872581481934,9.40435981750488
Africa Western and Central,AFW,2014,2.66667008399963,54.1411399841309,67.3131332397461,,,91.0842514038086,43.2917213439941,9.65843963623047
Africa Western and Central,AFW,2015,2.98419797420501,55.0066184997559,68.1988983154297,,,89.1125717163086,44.511589050293,9.70506000518799
Africa Western and Central,AFW,2016,2.66773080825806,55.4657783508301,68.7555999755859,,,88.7833633422852,43.0852012634277,9.50119018554688
Africa Western and Central,AFW,2017,3.36085367202759,56.4721984863281,68.1461715698242,,,88.9391403198242,43.2377891540527,9.61843013763428
Africa Western and Central,AFW,2018,3.0234580039978,59.7473487854004,68.1347885131836,,,88.8516082763672,43.544921875,9.80346965789795
Africa Western and Central,AFW,2019,3.04739952087402,59.5536689758301,68.1149826049805,,,89.7564163208008,44.7819519042969,9.94627952575684
Africa Western and Central,AFW,2020,3.39874076843262,59.703239440918,68.3626098632812,,,90.2461700439453,45.6518211364746,10.1394596099854
Africa Western and Central,AFW,2021,3.20348429679871,60.0073204040527,68.9753494262695,,,90.2592391967773,46.538330078125,10.3955497741699
Africa Western and Central,AFW,2022,2.90529441833496,60.2908515930176,67.7182922363281,,,90.3977279663086,46.209041595459,
Africa Western and Central,AFW,2023,,60.5055503845215,68.0491027832031,,,90.5013809204102,46.6294403076172,
Albania,ALB,1999,3.59293007850647,,,,,109.397300720215,69.28466796875,14.5365200042725
Albania,ALB,2000,3.4301700592041,,,22.56784,16.43434,,,
Albania,ALB,2001,3.45869994163513,99.0,,21.75244,16.96302,,,
Albania,ALB,2002,3.11779999732971,,,,,110.338920593262,74.5389175415039,16.3895606994629
Albania,ALB,2003,3.13823008537292,,109.427757263184,21.49541,17.66389,107.598258972168,77.751823425293,16.3662395477295
Albania,ALB,2004,3.22751998901367,,105.375846862793,,,104.131721496582,78.9801864624023,19.1295795440674
Albania,ALB,2005,3.28154993057251,,,,,107.016143798828,82.9714279174805,22.389009475708
Albania,ALB,2006,3.1914598941803,,,,,105.477783203125,84.3257675170898,26.2101001739502
Albania,ALB,2007,3.27592992782593,,108.387466430664,,,103.488441467285,86.2188568115234,30.2319297790527
Albania,ALB,2008,3.50922608375549,96.0,109.742630004883,19.4078,16.79416,100.383003234863,87.8338394165039,31.6839599609375
Albania,ALB,2009,,,108.645553588867,20.17793,14.7321,100.923736572266,89.3157196044922,32.9239883422852
Albania,ALB,2010,3.41307497024536,,102.078811645508,19.70208,14.77747,99.8618316650391,93.6818237304688,43.3279304504395
Albania,ALB,2011,3.24000835418701,97.0,100.500961303711,19.86917,15.24414,101.580268859863,95.4705276489258,49.3997001647949
Albania,ALB,2012,3.30906105041504,97.0,117.00846862793,19.48298,14.89293,102.067359924316,97.6080703735352,58.6214218139648
Albania,ALB,2013,3.53929996490479,,91.1192092895508,19.12103,14.75715,101.474952697754,102.903213500977,63.8440589904785
Albania,ALB,2014,3.21696710586548,,105.693672180176,18.92294,14.29575,105.770576477051,103.321380615234,65.5507125854492
Albania,ALB,2015,3.43796992301941,,98.7887878417969,18.61557,13.50589,105.688652038574,102.440727233887,61.9608497619629
Albania,ALB,2016,3.96209001541138,,99.5973587036133,18.19844,12.22137,105.324783325195,99.1707611083984,58.4884796142578
Albania,ALB,2017,3.61172008514404,98.8162307739258,106.449691772461,17.94478,11.60265,105.414970397949,97.5743713378906,58.0177803039551
Albania,ALB,2018,3.15294480323792,,102.894180297852,17.57287,11.19927,104.568023681641,98.8223876953125,56.0802993774414
Albania,ALB,2019,3.91623997688293,,98.717529296875,,,102.589538574219,99.0151519775391,61.4085083007812
Albania,ALB,2020,3.3422999382019,,99.2719268798828,,,100.020973205566,95.9294509887695,61.5853004455566
Albania,ALB,2021,3.02255988121033,,97.2184371948242,,,97.1074981689453,97.6650314331055,59.9698715209961
Albania,ALB,2022,2.74432992935181,98.5,101.176277160645,,,96.3712310791016,97.3224716186523,62.6479187011719
Albania,ALB,2023,,,95.1351470947266,,,93.7138137817383,96.1368789672852,64.7293472290039
Algeria,DZA,1999,,,84.1709365844727,28.19076,,106.726829528809,65.0971527099609,13.7040195465088
Algeria,DZA,2000,,,82.3719024658203,28.3962,,109.776649475098,64.9110488891602,
Algeria,DZA,2001,,,89.4445037841797,27.84252,,108.815559387207,69.075569152832,15.4430103302002
Algeria,DZA,2002,,70.0,92.3218994140625,27.59291,,110.431266784668,72.8870697021484,17.128870010376
Algeria,DZA,2003,,,94.3279571533203,27.53299,,111.208053588867,75.7509384155273,18.3539600372314
Algeria,DZA,2004,,,96.2014083862305,26.51107,,111.678230285645,79.9005279541016,18.9953498840332
Algeria,DZA,2005,,,98.1214904785156,25.43721,,112.202522277832,82.0377502441406,20.8293895721436
Algeria,DZA,2006,,73.0,87.219612121582,24.48384,,111.930168151855,83.6042022705078,21.5141696929932
Algeria,DZA,2007,,,97.6364898681641,23.93164,,112.47193145752,73.5201416015625,23.7742099761963
Algeria,DZA,2008,4.11142015457153,75.0,115.881141662598,23.23052,,111.073600769043,80.2112808227539,
Algeria,DZA,2009,,,97.0001525878906,22.99987,,112.948272705078,96.5110092163086,30.7553691864014
Algeria,DZA,2010,,,98.1303787231445,23.32803,,113.377952575684,100.709121704102,30.9776496887207
Algeria,DZA,2011,,,97.8454437255859,23.26903,,112.388160705566,103.116470336914,32.6073913574219
Algeria,DZA,2012,7.0295090675354,,99.6443786621094,23.15942,,111.705558776855,,33.7081413269043
Algeria,DZA,2013,6.65906047821045,,101.996597290039,23.26105,,112.249488830566,,35.4959411621094
Algeria,DZA,2014,6.54889822006226,,101.006042480469,23.66406,,111.686698913574,,36.0622482299805
Algeria,DZA,2015,6.17633008956909,,98.1254730224609,23.83613,,110.842269897461,,38.3309783935547
Algeria,DZA,2016,6.50210857391357,,100.489837646484,24.2355,,110.688102722168,,44.1052894592285
Algeria,DZA,2017,5.73482370376587,,102.320610046387,24.22505,,109.837707519531,,49.3779106140137
Algeria,DZA,2018,5.81275129318237,81.4078369140625,102.68798828125,24.32018,,108.703483581543,,53.1637001037598
Algeria,DZA,2019,5.57536554336548,,99.7298889160156,,,107.775131225586,,54.1856307983398
Algeria,DZA,2020,6.1939172744751,,102.240936279297,,,110.33056640625,,53.6140289306641
Algeria,DZA,2021,5.51403284072876,,99.7526779174805,,,106.995567321777,,54.2099914550781
Algeria,DZA,2022,4.74924659729004,,94.7113876342773,,,108.343933105469,105.932548522949,53.4012489318848
Algeria,DZA,2023,5.61015701293945,,99.678840637207,,,108.761642456055,102.7021484375,55.5188903808594
American Samoa,ASM,2006,14.7170495986938,,,,,,,
Andorra,AND,2002,1.65971004962921,,97.9532165527344,12.67901,7.6577,98.2305068969727,76.6895217895508,6.82690000534058
Andorra,AND,2003,,,102.439018249512,12.0758,7.25909,95.1090698242188,76.0657272338867,7.34165000915527
Andorra,AND,2004,1.54411995410919,,100.962860107422,12.65282,7.06522,92.978630065918,76.2195129394531,7.65849018096924
Andorra,AND,2005,1.64497005939484,,,11.47472,7.75311,84.2615509033203,86.0861587524414,7.87655019760132
Andorra,AND,2006,2.24489998817444,,,10.4891,,84.4279937744141,86.146598815918,9.31690979003906
Andorra,AND,2007,2.10469007492065,,,10.24769,,86.8720626831055,84.9232788085938,
Andorra,AND,2008,2.87392997741699,,,10.02679,,89.4464416503906,85.1802673339844,11.742130279541
Andorra,AND,2009,3.14292001724243,,,10.33256,,90.2379989624023,86.7272262573242,
Andorra,AND,2010,2.97662997245789,,,9.64018,,90.1155624389648,89.9800491333008,
Andorra,AND,2011,2.98706007003784,,,9.84527,,89.0909118652344,93.692268371582,
Andorra,AND,2012,2.56577897071838,,,9.58237,,88.1348724365234,92.2807006835938,13.2810401916504
Andorra,AND,2013,2.50616002082825,,,9.33028,7.80663,87.6535186767578,90.9656677246094,14.7599496841431
Andorra,AND,2014,3.07420992851257,,66.2775573730469,9.51991,8.65531,88.2352905273438,91.8740692138672,13.7001399993896
Andorra,AND,2015,3.28034996986389,,66.0949935913086,9.93795,8.07904,88.9553527832031,92.5457992553711,13.8819599151611
Andorra,AND,2016,3.23707008361816,,68.4967269897461,10.06635,7.94434,90.1719436645508,94.2090682983398,15.1089096069336
Andorra,AND,2017,3.21708989143372,,65.8163299560547,10.5,8.22711,89.3710708618164,94.3697509765625,15.4369401931763
Andorra,AND,2018,3.2467200756073,,66.7091827392578,10.49757,8.01599,89.6744766235352,95.0905990600586,15.3940296173096
Andorra,AND,2019,3.15060997009277,,64.2213592529297,,,89.352897644043,95.6840591430664,15.0
Andorra,AND,2020,2.63213038444519,,62.7099685668945,,,88.7170867919922,96.4627532958984,15.0982704162598
Andorra,AND,2021,2.58397221565247,,62.0689697265625,,,88.8840789794922,97.3252334594727,15.204270362854
Andorra,AND,2022,2.64728999137878,,,,,90.147346496582,97.4890365600586,34.4803504943848
Andorra,AND,2023,1.92790997028351,,69.3333282470703,,,97.6228637695312,99.7635498046875,64.2772369384766
Angola,AGO,1999,,,,,18.26959,,11.293270111084,0.531930029392242
Angola,AGO,2000,2.60753011703491,,,,18.83404,,12.8563404083252,
Angola,AGO,2001,,67.0,,,18.96118,,14.4628095626831,
Angola,AGO,2002,,,,,,,15.6130504608154,0.754029989242554
Angola,AGO,2003,,,,,,,,2.77182006835938
Angola,AGO,2004,,,,,,,,2.07171010971069
Angola,AGO,2005,2.12011003494263,,,,,,,2.55246996879578
Angola,AGO,2006,2.28146004676819,,,,,,,2.48175001144409
Angola,AGO,2007,,,,41.0124,,104.233329772949,,
Angola,AGO,2008,,,41.1754112243652,,,111.10994720459,22.3172206878662,
Angola,AGO,2009,2.92000007629395,,40.9657402038574,,,110.201789855957,23.8500499725342,
Angola,AGO,2010,3.42131996154785,,42.2859001159668,45.58651,,111.87287902832,27.6820907592773,
Angola,AGO,2011,3.24000000953674,,49.0943412780762,42.54306,27.41665,126.245147705078,27.9312000274658,6.3326301574707
Angola,AGO,2012,3.08191084861755,,,,,,,
Angola,AGO,2013,3.86999988555908,,,,,,,9.11637020111084
Angola,AGO,2014,2.9300000667572,66.0,,,,,,
Angola,AGO,2015,3.09999990463257,66.2358627319336,,50.02951,,119.14225769043,,8.68379020690918
Angola,AGO,2016,2.75493669509888,,,,26.76619,107.026964874435,53.5814514160156,9.66034030914307
Angola,AGO,2017,2.46687889099121,,,,,122.235166180926,,9.65568923950195
Angola,AGO,2018,2.18351292610168,,,,,88.5748689656161,,9.35254287719727
Angola,AGO,2019,2.07306432723999,,,,,,,11.0613594055176
Angola,AGO,2020,2.6674473285675,,,,,,,
Angola,AGO,2021,2.2971088886261,,59.6232604980469,,,88.8339920043945,52.5437698364258,
Angola,AGO,2022,2.3321259021759,72.4000015258789,61.0302848815918,,,86.7067961582083,,
Angola,AGO,2023,,,,,,,,9.91084957122803
Antigua and Barbuda,ATG,1999,2.52550005912781,,,,,,,
Antigua and Barbuda,ATG,2000,,,,18.74101,13.39086,134.458557128906,80.2677612304688,
Antigua and Barbuda,ATG,2001,,99.0,,,,,,
Antigua and Barbuda,ATG,2002,3.07913994789124,,,,,,,
Antigua and Barbuda,ATG,2007,,,,21.50372,,115.968322753906,111.461891174316,
Antigua and Barbuda,ATG,2008,,,109.444068908691,17.12889,,117.967552185059,121.367279052734,
Antigua and Barbuda,ATG,2009,2.22275996208191,,103.817306518555,16.22446,12.62094,117.42163848877,117.816329956055,14.8269901275635
Antigua and Barbuda,ATG,2010,,,119.340660095215,15.0656,12.15562,119.558059692383,114.838012695312,16.6028099060059
Antigua and Barbuda,ATG,2011,,,119.079940795898,14.51203,11.96742,116.570022583008,115.565589904785,15.0042104721069
Antigua and Barbuda,ATG,2012,2.35619330406189,,,13.84503,11.59474,113.029838562012,116.689872741699,24.93044090271
Antigua and Barbuda,ATG,2013,2.64728999137878,,114.097885131836,,,112.632625994695,,
Antigua and Barbuda,ATG,2014,2.54248762130737,,119.137672424316,14.2465,11.98368,111.841667175293,114.909660339355,
Antigua and Barbuda,ATG,2015,2.1441957950592,,100.388198852539,14.33428,11.48074,109.831062316895,117.027770996094,
Antigua and Barbuda,ATG,2016,2.25177478790283,,102.687744140625,,,106.868642677458,,
Antigua and Barbuda,ATG,2017,2.36592817306519,,107.80876159668,12.05576,9.64207,109.164749145508,116.530403137207,
Antigua and Barbuda,ATG,2018,2.34948754310608,,104.444442749023,12.40564,9.29704,112.091682434082,120.935958862305,
Antigua and Barbuda,ATG,2019,2.30307745933533,,104.976669311523,,,112.122237257555,,
Antigua and Barbuda,ATG,2020,2.99340319633484,,,,,,,
Antigua and Barbuda,ATG,2021,2.5746488571167,,,,,,,
Antigua and Barbuda,ATG,2022,3.6477484703064,,,,,,,
Arab World,ARB,1999,,64.1246185302734,75.0925064086914,22.90516,16.28416,86.2044372558594,56.7634010314941,17.0578708648682
Arab World,ARB,2000,,65.1314315795898,74.9533462524414,22.39068,16.29985,86.6573333740234,58.0424194335938,17.3171901702881
Arab World,ARB,2001,,66.2609481811523,76.1357727050781,21.96937,16.32731,87.2939376831055,59.586311340332,17.9327297210693
Arab World,ARB,2002,5.03286671638489,67.2946319580078,76.7804565429688,21.79427,16.50426,88.4392776489258,60.7097206115723,18.8252601623535
Arab World,ARB,2003,,70.01904296875,78.2996063232422,21.52564,16.47046,89.3695297241211,62.6738510131836,18.9188594818115
Arab World,ARB,2004,5.02110004425048,70.8691711425781,79.8977127075195,21.24495,16.56364,89.9266891479492,64.2889099121094,20.1249408721924
Arab World,ARB,2005,,71.4038467407227,81.0563812255859,21.59226,16.17217,90.5965728759766,64.3384780883789,21.1616497039795
Arab World,ARB,2006,3.93055999279022,69.1949996948242,79.3520278930664,21.34929,15.71052,91.589241027832,64.1244812011719,21.5791606903076
Arab World,ARB,2007,,70.0446472167969,81.2041320800781,21.25952,15.20759,91.912956237793,63.0197982788086,22.1197891235352
Arab World,ARB,2008,4.22755002975464,71.0101776123047,82.8567199707031,20.90504,14.85188,92.2495269775391,63.3075981140137,22.8732795715332
Arab World,ARB,2009,,69.7459564208984,81.9507827758789,21.02566,14.56006,92.293571472168,64.8844833374023,23.6656398773193
Arab World,ARB,2010,,70.4397125244141,83.5988311767578,21.05971,14.51277,92.8117904663086,65.8879928588867,24.4713497161865
Arab World,ARB,2011,,72.2035903930664,83.7963180541992,20.36261,14.46235,93.7129364013672,67.7056503295898,23.4629592895508
Arab World,ARB,2012,4.12477493286132,73.0683670043945,84.9579162597656,19.47213,14.41522,95.148551940918,68.2796173095703,24.8367595672607
Arab World,ARB,2013,,73.8112869262695,80.5733184814453,19.21687,14.36273,91.5935897827148,66.6243667602539,26.5631008148193
Arab World,ARB,2014,,74.3166122436523,80.9358901977539,19.41851,14.44477,90.6115188598633,67.1971969604492,27.9699592590332
Arab World,ARB,2015,,75.0205383300781,80.3013610839844,19.56773,14.50165,90.6106185913086,67.7873992919922,29.491569519043
Arab World,ARB,2016,,73.7179565429688,80.0922622680664,20.02351,14.52697,90.6734237670898,68.2311019897461,30.0734405517578
Arab World,ARB,2017,,74.2122116088867,80.2224731445312,20.62693,14.55245,90.8068237304688,68.7453384399414,31.1787700653076
Arab World,ARB,2018,,74.5541229248047,81.1881790161133,20.78495,14.49976,91.0692672729492,68.9235305786133,32.5794486999512
Arab World,ARB,2019,3.86020994186401,74.8075180053711,81.526741027832,,,91.2590484619141,69.118408203125,33.1554298400879
Arab World,ARB,2020,,75.1214599609375,82.603401184082,,,91.6931915283203,69.1489334106445,33.8652381896973
Arab World,ARB,2021,,75.5395736694336,82.9354629516602,,,91.5481185913086,69.9297790527344,33.8605003356934
Arab World,ARB,2022,,75.8184585571289,84.0000991821289,,,90.3527984619141,71.2276077270508,33.9740295410156
Arab World,ARB,2023,,76.1542587280273,85.4020385742188,,,91.7110214233398,70.6840667724609,35.126350402832
Argentina,ARG,1999,4.52167987823486,,99.4889907836914,21.77841,,116.60075378418,92.7628402709961,49.6384315490723
Argentina,ARG,2000,4.58030986785889,,99.7241821289062,20.05203,12.30048,117.281173706055,96.6217880249023,54.3332710266113
Argentina,ARG,2001,4.833740234375,97.0,99.186408996582,18.02999,17.48206,117.307037353516,98.0622406005859,58.791690826416
Argentina,ARG,2002,4.01734018325806,,101.835418701172,17.596,17.04147,117.299240112305,97.468132019043,62.0592613220215
Argentina,ARG,2003,3.53504991531372,,99.5026397705078,,16.14991,114.676582336426,96.5058364868164,64.4024505615234
Argentina,ARG,2004,3.48652005195618,,97.7836380004883,17.95223,15.42813,115.667877197266,95.9976196289062,64.8878479003906
Argentina,ARG,2005,3.86000990867615,,94.82763671875,17.44373,15.1209,114.744766235352,94.1866607666016,63.732349395752
Argentina,ARG,2006,4.12821006774902,,95.8469924926758,17.1849,14.19154,116.316131591797,92.9617309570312,67.1185913085938
Argentina,ARG,2007,4.46260023117065,,98.6377868652344,16.36028,13.63714,117.350616455078,92.6104202270508,66.9094467163086
Argentina,ARG,2008,4.84440994262695,,102.386627197266,17.22969,12.23531,118.43701171875,93.5038223266602,68.816291809082
Argentina,ARG,2009,5.53105020523071,,103.046852111816,,,118.401557922363,96.6370162963867,71.0374603271484
Argentina,ARG,2010,5.01971006393433,,103.408630371094,,,118.234718322754,99.2300033569336,74.1875305175781
Argentina,ARG,2011,5.29062986373901,,103.409629821777,,,117.463752746582,100.993843078613,77.4296112060547
Argentina,ARG,2012,5.34582996368408,,103.75479888916,,,116.51634979248,102.782302856445,78.4559097290039
Argentina,ARG,2013,5.43661022186279,,103.374931335449,,,114.509239196777,104.596748352051,78.7686614990234
Argentina,ARG,2014,5.36144018173218,,105.392601013184,,,113.961883544922,106.092132568359,81.1694107055664
Argentina,ARG,2015,5.77611017227173,,106.053131103516,,,113.778198242188,107.549072265625,83.762580871582
Argentina,ARG,2016,5.54548978805542,,106.544448852539,,,112.944267272949,109.645942687988,86.6178817749023
Argentina,ARG,2017,5.45431995391846,,101.581809997559,,,111.681457519531,110.412406921387,89.2329406738281
Argentina,ARG,2018,4.87773990631104,,100.281806945801,,,111.545608520508,109.696998596191,90.9728317260742
Argentina,ARG,2019,4.7716498374939,,100.38289642334,,,111.36531829834,110.498527526855,95.0775527954102
Argentina,ARG,2020,5.27689981460571,,103.837791442871,,,110.617813110352,112.416679382324,99.266227722168
Argentina,ARG,2021,4.64117002487183,,105.479530334473,,,110.156112670898,116.559448242188,107.130661010742
Argentina,ARG,2022,4.80521011352539,,103.231628417969,,,108.722412109375,115.434867858887,107.047912597656
Armenia,ARM,1999,2.23518991470337,,,16.07076,,122.595680236816,78.1027297973633,34.5188789367676
Armenia,ARM,2000,2.77273011207581,,,,,88.3385314941406,90.1155776977539,35.331470489502
Armenia,ARM,2001,2.46943998336792,99.0,,20.3441,,93.4416732788086,85.9923095703125,33.6579399108887
Armenia,ARM,2002,2.13504004478455,,83.7433776855469,20.34332,,90.6743011474609,,35.8594512939453
Armenia,ARM,2003,2.1450400352478,,86.7742309570312,18.8372,,93.5719833374023,,36.6645317077637
Armenia,ARM,2004,2.48673009872437,,100.005928039551,20.26241,,94.7377319335938,84.5256576538086,37.0803489685059
Armenia,ARM,2005,2.71202993392944,,93.4663162231445,21.19732,,93.726318359375,86.7430114746094,38.3384399414062
Armenia,ARM,2006,2.71577000617981,,92.0257110595703,21.24161,,95.9769287109375,89.1132202148438,41.8117218017578
Armenia,ARM,2007,3.01893997192383,,96.7462768554688,19.3076,,106.073532104492,89.9713287353516,44.433708190918
Armenia,ARM,2008,3.17272996902466,,98.6576766967773,,,107.106376647949,89.1584701538086,45.9996299743652
Armenia,ARM,2009,3.84079003334045,,,,,105.322792053223,94.7720184326172,47.3799514770508
Armenia,ARM,2010,3.24900007247925,,91.5400009155273,,,96.6795196533203,100.519088745117,47.7453117370605
Armenia,ARM,2011,3.14385008811951,100.0,93.4741592407227,,,96.5201721191406,90.0805282592773,47.8231010437012
Armenia,ARM,2012,2.77248001098633,,93.5642013549805,,,96.4941024780273,,41.4842185974121
Armenia,ARM,2013,2.65018010139465,,,,,99.3458786010742,84.4040374755859,41.6240310668945
Armenia,ARM,2014,2.24724006652832,,94.6037063598633,,,100.915573120117,84.9311065673828,44.411018371582
Armenia,ARM,2015,2.80591011047363,,94.2263793945312,,,102.382690429688,85.793701171875,45.4674301147461
Armenia,ARM,2016,2.75812005996704,100.0,105.009422302246,,,103.061706542969,,51.7460098266602
